Symbol,Name,Exchange
603939.XSHG,YIFENG PHARMACY CHAIN,Shanghai
603950.XSHG,XIANGYANG CHANGYUANDONGGU INDUSTRY,Shanghai
603960.XSHG,SHANGHAI KELAI MECHATRONICS ENGINEERING,Shanghai
603969.XSHG,SILVERY DRAGON GROUP,Shanghai
603977.XSHG,JIANGXI GUOTAI GROUP,Shanghai
603979.XSHG,JCHX MINING MANAGEMENT,Shanghai
603983.XSHG,GUANGDONG MARUBI BIOTECHNOLOGY,Shanghai
603985.XSHG,JIANGYIN HENGRUN HEAVY INDUSTRIES,Shanghai
603986.XSHG,GIGADEVICE SEMICONDUCTOR INC,Shanghai
603988.XSHG,SEC ELECTRIC MACHINERY,Shanghai
603989.XSHG,HUNAN AIHUA GROUP,Shanghai
603992.XSHG,XIAMEN SOLEX HIGH-TECH INDUSTRIES,Shanghai
603993.XSHG,CMOC GROUP,Shanghai
603995.XSHG,YONGJIN TECHNOLOGY GROUP,Shanghai
603997.XSHG,NINGBO JIFENG AUTO PARTS,Shanghai
605005.XSHG,CWB AUTOMOTIVE ELECTRONICS,Shanghai
605007.XSHG,WUZHOU SPECIAL PAPER GROUP,Shanghai
605008.XSHG,NINGBO CHANGHONG POLYMER SCI AND TECH,Shanghai
605009.XSHG,HANGZHOU HAOYUE PERSONAL CARE,Shanghai
605011.XSHG,HANGZHOU COGENERATION GROUP,Shanghai
605016.XSHG,SHANDONG BAILONG CHUANGYUAN BIO-TECH,Shanghai
605018.XSHG,CHANGHUA HOLDING GROUP,Shanghai
605020.XSHG,ZHEJIANG YONGHE REFRIGERANT,Shanghai
605050.XSHG,FRIEND,Shanghai
605056.XSHG,XIANHENG INTERNATIONAL SCIENCE&TECH,Shanghai
605060.XSHG,ALLIED MACHINERY,Shanghai
605077.XSHG,ZHEJIANG HUAKANG PHARMACEUTICAL,Shanghai
605086.XSHG,LONGYAN KAOLIN CLAY,Shanghai
605088.XSHG,GSP AUTOMOTIVE GROUP WENZHOU,Shanghai
605090.XSHG,JIANGXI JOVO ENERGY,Shanghai
605098.XSHG,SHANGHAI ACTION EDUCATION TECHNOLOGY,Shanghai
605099.XSHG,CO CREATION GRASS,Shanghai
605108.XSHG,TONGQINGLOU CATERING CORPORATION,Shanghai
605111.XSHG,WUXI NCE POWER,Shanghai
605116.XSHG,AURISCO PHARMACEUTICAL,Shanghai
605117.XSHG,NINGBO DEYE TECHNOLOGY,Shanghai
605118.XSHG,XIAMEN LEADING OPTICS,Shanghai
605123.XSHG,WUXI PAIKE NEW MATERIALS TECHNOLOGY,Shanghai
605128.XSHG,SHANGHAI YANPU PRECISION TECH (GROUP),Shanghai
605133.XSHG,JIANGSU RONGTAI INDUSTRY,Shanghai
605168.XSHG,THREE'S COMPANY MEDIA GROUP,Shanghai
605179.XSHG,ZHEJIANG YIMING FOOD,Shanghai
605183.XSHG,QUECHEN SILICON CHEMICAL,Shanghai
605188.XSHG,JIANGXI GUOGUANG COMMERCIAL CHAINS,Shanghai
605196.XSHG,HEBEI HUATONG WIRES AND CABLES GROUP,Shanghai
605198.XSHG,YANTAI NORTH ANDRE JUICE,Shanghai
605222.XSHG,SHANGHAI QIFAN CABLE,Shanghai
605228.XSHG,SHENTONG TECHNOLOGY GROUP,Shanghai
605255.XSHG,NINGBO TIP RUBBER TECHNOLOGY,Shanghai
605277.XSHG,XINYA ELECTRONIC,Shanghai
605286.XSHG,JIANGSU TONGLI TIANQI TECHNOLOGY,Shanghai
605288.XSHG,CHANGZHOU KAIDI ELECTRICAL,Shanghai
605289.XSHG,SHANGHAI LUOMAN TECHNOLOGIES,Shanghai
605296.XSHG,YUNNAN SHENNONG AGRICULTURAL IND GP,Shanghai
605298.XSHG,JIANGSU BIDE SCIENCE AND TECHNOLOGY,Shanghai
605300.XSHG,JIAHE FOODS INDUSTRY,Shanghai
605305.XSHG,3S INDUSTRY GROUP,Shanghai
605319.XSHG,WUXI ZHENHUA AUTO PARTS,Shanghai
605333.XSHG,KUNSHAN HUGUANG AUTO HARNESS,Shanghai
605337.XSHG,ZHE JIANG LI ZI YUAN FOOD,Shanghai
605338.XSHG,ZHONGYIN BABI FOOD,Shanghai
605339.XSHG,NAMCHOW FOOD GROUP (SHANGHAI),Shanghai
605358.XSHG,HANGZHOU LION MICROELECTRONICS,Shanghai
605365.XSHG,LEEDARSON IOT TECHNOLOGY INC.,Shanghai
605368.XSHG,HENAN LANTIAN GAS,Shanghai
605369.XSHG,ZHEJIANG GONGDONG MEDICAL TECHNOLOGY,Shanghai
605376.XSHG,JIANGSU BOQIAN NEW MATERIALS STOCK,Shanghai
605377.XSHG,HANGZHOU HUAWANG NEW MATERIAL TECH,Shanghai
605378.XSHG,ZHEJIANG MUSTANG BATTERY,Shanghai
605389.XSHG,JIANGSU CHANGLING HYDRAULIC,Shanghai
605398.XSHG,SHANGHAI NEW CENTURION NETWORK INFO TEC,Shanghai
605488.XSHG,ZHEJIANG FULAI NEW MATERIAL,Shanghai
605499.XSHG,EASTROC BEVERAGE (GROUP),Shanghai
605507.XSHG,GUOBANG PHARMA,Shanghai
605555.XSHG,NINGBO DECHANG ELEC MACHINERY MADE,Shanghai
605577.XSHG,HEILONGJIANG PUBLISHING & MEDIA,Shanghai
605580.XSHG,HENGSHENG ENERGY,Shanghai
605589.XSHG,JINAN SHENGQUAN GROUP SHARE HOLDING,Shanghai
605598.XSHG,SHANGHAI GEOHARBOUR CONSTRUCTION GROUP,Shanghai
605599.XSHG,BEIJING CAISHIKOU DEPARTMENT STORE,Shanghai
688001.XSHG,SUZHOU HYC TECHNOLOGY,Shanghai
688002.XSHG,RAYTRON TECHNOLOGY,Shanghai
688003.XSHG,SUZHOU TZTEK TECHNOLOGY,Shanghai
688005.XSHG,NINGBO RONBAY NEW ENERGY TECHNOLOGY,Shanghai
688006.XSHG,ZHEJIANG HANGKE TECHNOLOGY,Shanghai
688007.XSHG,APPOTRONICS CORPORATION,Shanghai
688008.XSHG,MONTAGE TECHNOLOGY,Shanghai
688009.XSHG,CHINA RAILWAY SIGNAL & COMMUNICATION,Shanghai
688010.XSHG,FUJIAN FORECAM OPTICS,Shanghai
688012.XSHG,ADVANCED MICRO-FABRICATION EQUIPMENT,Shanghai
688016.XSHG,SHANGHAI MICROPORT ENDOVASCULAR MEDTEC,Shanghai
688017.XSHG,LEADER HARMONIOUS DRIVE SYSTEMS,Shanghai
688018.XSHG,ESPRESSIF SYSTEMS (SHANGHAI),Shanghai
688019.XSHG,ANJI MICROELECTRONICS TECHNOLOGY (SH),Shanghai
688023.XSHG,DBAPPSECURITY,Shanghai
688025.XSHG,SHENZHEN JPT OPTO-ELECTRONICS,Shanghai
688027.XSHG,QUANTUMCTEK,Shanghai
688028.XSHG,BEIJING WORLDIA DIAMOND TOOLS,Shanghai
688029.XSHG,MICRO-TECH (NANJING),Shanghai
688031.XSHG,TRANSWARP TECHNOLOGY(SHANGHAI),Shanghai
688032.XSHG,HOYMILES POWER ELECTRONICS INC,Shanghai
688035.XSHG,DARBOND TECHNOLOGY,Shanghai
688036.XSHG,TRANSSION HOLDINGS,Shanghai
688037.XSHG,KINGSEMI,Shanghai
688039.XSHG,HANGZHOU ARCVIDEO TECHNOLOGY,Shanghai
688041.XSHG,HYGON INFORMATION TECHNOLOGY,Shanghai
688046.XSHG,GEMPHARMATECH,Shanghai
688047.XSHG,LOONGSON TECHNOLOGY CORPORATION,Shanghai
688048.XSHG,SUZHOU EVERBRIGHT PHOTONICS,Shanghai
688049.XSHG,ACTIONS TECHNOLOGY,Shanghai
688050.XSHG,EYEBRIGHT MEDICAL TECHNOLOGY (BEIJING),Shanghai
688052.XSHG,SUZHOU NOVOSENSE MICROELECTRONICS,Shanghai
688055.XSHG,INFOVISION OPTOELECTRONICS (KUNSHAN),Shanghai
688059.XSHG,ZHUZHOU HUARUI PRECISION CUTTING TOOLS,Shanghai
688062.XSHG,MABWELL (SHANGHAI) BIOSCIENCE,Shanghai
688063.XSHG,PYLON TECHNOLOGIES,Shanghai
688065.XSHG,CATHAY BIOTECH INC,Shanghai
688066.XSHG,PIESAT INFORMATION TECHNOLOGY,Shanghai
688068.XSHG,BEIJING HOTGEN BIOTECH,Shanghai
688072.XSHG,PIOTECH INC,Shanghai
688073.XSHG,BIDE PHARMATECH,Shanghai
688075.XSHG,ASSURE TECH (HANGZHOU),Shanghai
688082.XSHG,"ACM RESEARCH(SHANGHAI),INC",Shanghai
688083.XSHG,ZWSOFT CO,Shanghai
688084.XSHG,BEIJING JINGPINTEZHUANG SCI AND TECH,Shanghai
688085.XSHG,SHANGHAI SANYOU MEDICAL,Shanghai
688087.XSHG,INTCO RECYCLING RESOURCES,Shanghai
688088.XSHG,ARCSOFT CORPORATION,Shanghai
688091.XSHG,SHANGHAI YIZHONG PHARMACEUTICAL,Shanghai
688093.XSHG,SUZHOU SHIHUA NEW MATERIAL TECHNOLOGY,Shanghai
688095.XSHG,FUJIAN FUXIN SOFTWARE DEV JOINT STOCK,Shanghai
688097.XSHG,BOZHON PRECISION INDUSTRY TECHNOLOGY,Shanghai
688099.XSHG,AMLOGIC (SHANGHAI),Shanghai
688100.XSHG,WILLFAR INFORMATION TECHNOLOGY,Shanghai
688101.XSHG,SUNTAR ENVIRONMENTAL TECHNOLOGY,Shanghai
688102.XSHG,SHAANXI SIRUI ADVANCED MATERIALS,Shanghai
688103.XSHG,KUNSHAN GLVAC ELECTRONIC TECHNOLOGY,Shanghai
688105.XSHG,NANJING VAZYME BIOTECH,Shanghai
688106.XSHG,JINHONG GAS,Shanghai
688107.XSHG,SHANGHAI ANLOGIC INFOTECH,Shanghai
688108.XSHG,SINO MEDICAL SCIENCES TECHNOLOGY,Shanghai
688109.XSHG,PINMING TECHNOLOGY,Shanghai
688110.XSHG,DOSILICON,Shanghai
688111.XSHG,BEIJING KINGSOFT OFFICE SOFTWARE,Shanghai
688112.XSHG,SIGLENT TECHNOLOGIES,Shanghai
688114.XSHG,MGI TECH,Shanghai
688116.XSHG,JIANGSU CNANO TECHNOLOGY,Shanghai
688117.XSHG,CHENGDU SHENG NUO BIOTEC,Shanghai
688120.XSHG,HWATSING TECHNOLOGY,Shanghai
688122.XSHG,WESTERN SUPERCONDUCTING TECHNOLOGIES,Shanghai
688123.XSHG,GIANTEC SEMICONDUCTOR CORPORATION,Shanghai
688126.XSHG,NATIONAL SILICON INDUSTRY GROUP,Shanghai
688127.XSHG,ZHEJIANG LANTE OPTICS,Shanghai
688128.XSHG,CHINA NATIONAL ELEC APPARATUS RESEARCH,Shanghai
688131.XSHG,SHANGHAI HAOYUAN CHEMEXPRESS,Shanghai
688135.XSHG,GUANGDONG LEADYO IC TESTING,Shanghai
688136.XSHG,SHAN DONG KEXING BIOPRODUCTS,Shanghai
688138.XSHG,SHENZHEN QINGYI PHOTOMASK,Shanghai
688139.XSHG,QINGDAO HAIER BIOMEDICAL,Shanghai
688141.XSHG,JOULWATT TECHNOLOGY,Shanghai
688143.XSHG,YANGTZE OPTICAL ELECTRONIC,Shanghai
688146.XSHG,PERIC SPECIAL GASES,Shanghai
688147.XSHG,JIANGSU LEADMICRO NANO TECHNOLOGY,Shanghai
688150.XSHG,SHAANXI LIGHTE OPTOELECTRONICS MATERIAL,Shanghai
688151.XSHG,HUBEI HUAQIANG HIGH-TECH,Shanghai
688153.XSHG,VANCHIP(TIANJIN) TECHNOLOGY,Shanghai
688155.XSHG,SHANGHAI SK AUTOMATION TECHNOLOGY,Shanghai
688157.XSHG,SOKAN NEW MATERIALS GROUP,Shanghai
688159.XSHG,SHENZHEN NEOWAY TECHNOLOGY,Shanghai
688160.XSHG,KINCO AUTOMATION(SHANGHAI),Shanghai
688161.XSHG,SHANDONG WEIGAO ORTHOPAEDIC DEVICE,Shanghai
688165.XSHG,EFORT INTELLIGENT ROBOT,Shanghai
688166.XSHG,BRIGHTGENE BIO-MEDICAL TECHNOLOGY,Shanghai
688167.XSHG,FOCUSLIGHT TECHNOLOGIES INC,Shanghai
688168.XSHG,BEIJING ABT NETWORKS,Shanghai
688169.XSHG,BEIJING ROBOROCK TECHNOLOGY,Shanghai
688172.XSHG,BEIJING YANDONG MICROELECTRONIC,Shanghai
688173.XSHG,HALO MICROELECTRONICS,Shanghai
688176.XSHG,JIANGSU YAHONG MEDITECH,Shanghai
688177.XSHG,BIO-THERA SOLUTIONS,Shanghai
688180.XSHG,SHANGHAI JUNSHI BIOSCIENCES,Shanghai
688182.XSHG,JIANGSU CAI QIN TECHNOLOGY,Shanghai
688183.XSHG,SHENGYI ELECTRONICS,Shanghai
688185.XSHG,CANSINO BIOLOGICS,Shanghai
688186.XSHG,ZHANGJIAGANG GUANGDA SPECIAL MATERIAL,Shanghai
688187.XSHG,ZHUZHOU CRRC TIMES ELECTRIC,Shanghai
688188.XSHG,SHANGHAI BOCHU ELECTRONIC TECHNOLOGY,Shanghai
688190.XSHG,QINGDAO YUNLU ADVANCED MATERIALS TECH,Shanghai
688191.XSHG,ZHIYANG INNOVATION TECHNOLOGY,Shanghai
688192.XSHG,DIZAL (JIANGSU) PHARMACEUTICAL,Shanghai
688195.XSHG,OPTOWIDE TECHNOLOGIES,Shanghai
688196.XSHG,LONGYAN ZHUOYUE NEW ENERGY,Shanghai
688197.XSHG,SHOUYAO HOLDINGS,Shanghai
688198.XSHG,BEIJING BALANCE MEDICAL TECHNOLOGY,Shanghai
688200.XSHG,BEIJING HUAFENG TEST & CONTROL TECH,Shanghai
688202.XSHG,SHANGHAI MEDICILON,Shanghai
688205.XSHG,WUXI TACLINK OPTOELECTRONICS TECHNOLOGY,Shanghai
688206.XSHG,PRIMARIUS TECHNOLOGIES,Shanghai
688208.XSHG,AUTEL INTELLIGENT TECHNOLOGY CORP,Shanghai
688209.XSHG,SHENZHEN INJOINIC TECHNOLOGY,Shanghai
688210.XSHG,SHENZHEN PACIFIC UNION PRECISION MFG,Shanghai
688212.XSHG,SHANGHAI AOHUA PHOTOELEC ENDOSCOPE,Shanghai
688213.XSHG,SMARTSENS TECHNOLOGY (SHANGHAI),Shanghai
688219.XSHG,ORINIKO ADVANCED PLASTICS,Shanghai
688220.XSHG,ASR MICROELECTRONICS,Shanghai
688221.XSHG,FRONTIER BIOTECHNOLOGIES INC,Shanghai
688222.XSHG,HITGEN INC.,Shanghai
688223.XSHG,JINKO SOLAR,Shanghai
688225.XSHG,ASIAINFO SECURITY TECHNOLOGIES,Shanghai
688226.XSHG,WETOWN ELECTRIC GROUP,Shanghai
688228.XSHG,UCAP CLOUD INFORMATION TECHNOLOGY,Shanghai
688230.XSHG,SHANGHAI PRISEMI ELECTRONICS,Shanghai
688232.XSHG,GUOTAI EPOINT SOFTWARE,Shanghai
688233.XSHG,THINKON SEMICONDUCTOR JINZHOU CORP,Shanghai
688234.XSHG,SICC,Shanghai
688235.XSHG,BEONE MEDICINES,Shanghai
688236.XSHG,BEIJING CHUNLIZHENGDA MEDICAL INST,Shanghai
688239.XSHG,GUIZHOU AVIATION TECHNICAL DEVELOPMENT,Shanghai
688247.XSHG,SINOTHERAPEUTICS INC.,Shanghai
688248.XSHG,CHINA SOUTHERN POWER GRID TECHNOLOGY,Shanghai
688249.XSHG,NEXCHIP SEMICONDUCTOR,Shanghai
688252.XSHG,JADARD TECHNOLOGY INC.,Shanghai
688253.XSHG,INNOVITA BIOLOGICAL TECHNOLOGY,Shanghai
688256.XSHG,CAMBRICON TECHNOLOGIES CORPORATION,Shanghai
688258.XSHG,JIANGSU EAZYTEC,Shanghai
688261.XSHG,SUZHOU ORIENTAL SEMICONDUCTOR,Shanghai
688262.XSHG,C*CORE TECHNOLOGY,Shanghai
688266.XSHG,SUZHOU ZELGEN BIOPHARMACEUTICALS,Shanghai
688267.XSHG,CHINA CATALYST HOLDING,Shanghai
688268.XSHG,GUANGDONG HUATE GAS,Shanghai
688270.XSHG,GREAT MICROWAVE TECHNOLOGY,Shanghai
688271.XSHG,SHANGHAI UNITED IMAGING HEALTHCARE,Shanghai
688275.XSHG,HUBEI WANRUN NEW ENERGY TECHNOLOGY,Shanghai
688276.XSHG,CHANGCHUN BCHT BIOTECHNOLOGY,Shanghai
688277.XSHG,TINAVI MEDICAL TECHNOLOGIES,Shanghai
688278.XSHG,XIAMEN AMOYTOP BIOTECH,Shanghai
688279.XSHG,FORTIOR TECHNOLOGY(SHENZHEN),Shanghai
688281.XSHG,SHAANXI HUAQIN TECHNOLOGY INDUSTRY,Shanghai
688289.XSHG,SANSURE BIOTECH,Shanghai
688290.XSHG,HANGZHOU BOOMY INTELLIGENT TECHNOLOGY,Shanghai
688293.XSHG,SHANGHAI OPM BIOSCIENCES,Shanghai
688295.XSHG,ZHONGFU SHENYING CARBON FIBER,Shanghai
688297.XSHG,AVIC (CHENGDU) UAS,Shanghai
688298.XSHG,ZHEJIANG ORIENT GENE BIOTECH,Shanghai
688299.XSHG,NINGBO SOLARTRON TECHNOLOGY,Shanghai
688300.XSHG,NOVORAY CORPORATION,Shanghai
688301.XSHG,IRAY GROUP,Shanghai
688302.XSHG,HINOVA PHARMACEUTICALS INC,Shanghai
688303.XSHG,XINJIANG DAQO NEW ENERGY,Shanghai
688305.XSHG,KEDE NUMERICAL CONTROL,Shanghai
688306.XSHG,NINGBO PIA AUTOMATION HOLDING CORP.,Shanghai
688311.XSHG,CHENGDU M&S ELECTRONICS TECHNOLOGY,Shanghai
688313.XSHG,HENAN SHIJIA PHOTONS TECHNOLOGY,Shanghai
688315.XSHG,NOVOGENE,Shanghai
688318.XSHG,SHENZHEN FORTUNE TREND TECHNOLOGY,Shanghai
688319.XSHG,CHENGDU OLYMVAX BIOPHARMACEUTICALS INC,Shanghai
688320.XSHG,ZHEJIANG HECHUAN TECHNOLOGY,Shanghai
688321.XSHG,SHENZHEN CHIPSCREEN BIOSCIENCES,Shanghai
688322.XSHG,ORBBEC,Shanghai
688325.XSHG,GUANGDONG CELLWISE MICROELECTRONICS,Shanghai
688327.XSHG,CLOUDWALK TECHNOLOGY,Shanghai
688331.XSHG,REMEGEN,Shanghai
688332.XSHG,SHENZHEN BLUETRUM TECHNOLOGY,Shanghai
688333.XSHG,XI'AN BRIGHT LASER TECHNOLOGIES,Shanghai
688334.XSHG,XI'AN HIGH VOLTAGE APPARATUS RESEARCH,Shanghai
688336.XSHG,SUNSHINE GUOJIAN PHARMA(SHANGHAI),Shanghai
688337.XSHG,RIGOL TECHNOLOGIES,Shanghai
688339.XSHG,BEIJING SINOHYTEC,Shanghai
688343.XSHG,SHENZHEN INTELLIFUSION TECHNOLOGIES,Shanghai
688347.XSHG,HUA HONG SEMICONDUCTOR,Shanghai
688348.XSHG,YUNENG TECHNOLOGY,Shanghai
688349.XSHG,SANY RENEWABLE ENERGY,Shanghai
688351.XSHG,SHANGHAI MICROPORT EP MEDTECH,Shanghai
688352.XSHG,HEFEI CHIPMORE TECHNOLOGY,Shanghai
688353.XSHG,JIANGSU HSC NEW ENERGY MATERIALS,Shanghai
688356.XSHG,JENKEM TECHNOLOGY,Shanghai
688359.XSHG,GUANGZHOU SANFU NEW MATERIALS TECH,Shanghai
688360.XSHG,DAMON TECHNOLOGY GROUP,Shanghai
688361.XSHG,SKYVERSE TECHNOLOGY,Shanghai
688362.XSHG,FOREHOPE ELECTRONIC (NINGBO),Shanghai
688363.XSHG,BLOOMAGE BIOTECHNOLOGY CORPORATION,Shanghai
688365.XSHG,HANGZHOU RAYCLOUD TECHNOLOGY,Shanghai
688366.XSHG,SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY,Shanghai
688368.XSHG,BRIGHT POWER SEMICONDUCTOR,Shanghai
688371.XSHG,JIANGSU FAVORED NANOTECHNOLOGY,Shanghai
688372.XSHG,SHANGHAI V-TEST SEMICONDUCTOR TECH,Shanghai
688375.XSHG,GUOBO ELECTRONICS,Shanghai
688376.XSHG,MAYAIR TECHNOLOGY (CHINA),Shanghai
688377.XSHG,NANJING DEVELOP ADVANCED MANUFACTURING,Shanghai
688378.XSHG,JILIN OLED MATERIAL TECH,Shanghai
688380.XSHG,CHINA MICRO SEMICON(SHENZHEN),Shanghai
688381.XSHG,DIOO MICROCIRCUITS,Shanghai
688382.XSHG,INVENTISBIO,Shanghai
688383.XSHG,SHENZHEN XINYICHANG TECHNOLOGY,Shanghai
688385.XSHG,SHANGHAI FUDAN MICROELECTRONICS GROUP,Shanghai
688386.XSHG,PAN ASIAN MICROVENT TECH (JIANGSU),Shanghai
688387.XSHG,CICT MOBILE COMMUNICATION TECHNOLOGY,Shanghai
688388.XSHG,GUANGDONG JIAYUAN TECHNOLOGY,Shanghai
688389.XSHG,SHENZHEN LIFOTRONIC TECHNOLOGY,Shanghai
688390.XSHG,GOODWE TECHNOLOGIES,Shanghai
688392.XSHG,SBT ULTRASONIC TECHNOLOGY,Shanghai
688396.XSHG,CHINA RESOURCES MICROELECTRONICS,Shanghai
688399.XSHG,JIANGSU BIOPERFECTUS TECHNOLOGIES,Shanghai
688400.XSHG,LUSTER LIGHTTECH,Shanghai
688401.XSHG,SHENZHEN NEWWAY PHOTOMASK MAKING,Shanghai
688403.XSHG,UNION SEMICONDUCTOR (HEFEI),Shanghai
688408.XSHG,ARCTECH SOLAR HOLDING,Shanghai
688409.XSHG,SHENYANG FORTUNE PRECISION EQUIPMENT,Shanghai
688418.XSHG,GENEW TECHNOLOGIES,Shanghai
688425.XSHG,CHINA RAILWAY CONSTRUCTION HEAVY IND,Shanghai
688428.XSHG,INNOCARE PHARMA,Shanghai
688429.XSHG,CHANGZHOU SHICHUANG ENERGY,Shanghai
688432.XSHG,GRINM SEMICONDUCTOR MATERIALS,Shanghai
688433.XSHG,FARSOON TECHNOLOGIES,Shanghai
688439.XSHG,GUIZHOU ZHENHUA FENGGUANG SEMICONDUCTOR,Shanghai
688443.XSHG,CHONGQING GENRIX BIOPHARMACEUTICAL,Shanghai
688449.XSHG,MAXIO TECHNOLOGY (HANGZHOU),Shanghai
688469.XSHG,UNITED NOVA TECHNOLOGY,Shanghai
688472.XSHG,CSI SOLAR,Shanghai
688475.XSHG,HANGZHOU EZVIZ NETWORK,Shanghai
688484.XSHG,SOUTHCHIP SEMICONDUCTOR TECH(SHANGHAI),Shanghai
688486.XSHG,LONTIUM SEMICONDUCTOR CORPORATION,Shanghai
688488.XSHG,JIANGSU AIDEA PHARMACEUTICAL GROUP,Shanghai
688489.XSHG,SANSEC TECHNOLOGY,Shanghai
688498.XSHG,YUANJIE SEMICONDUCTOR TECHNOLOGY,Shanghai
688499.XSHG,GUANGDONG LYRIC ROBOT AUTOMATION,Shanghai
688502.XSHG,MLOPTIC CORP,Shanghai
688503.XSHG,CHANGZHOU FUSION NEW MATERIAL,Shanghai
688505.XSHG,SHANGHAI FUDAN-ZHANGJIANG BIO-PHARM,Shanghai
688506.XSHG,SICHUAN BIOKIN PHARMACEUTICAL,Shanghai
688507.XSHG,SHANGHAI SUOCHEN INFORMATION TECHNOLOGY,Shanghai
688508.XSHG,WUXI CHIPOWN MICRO-ELECTRONICS,Shanghai
688510.XSHG,WUXI HYATECH,Shanghai
688512.XSHG,SMARTER MICROELECTRONICS(GUANGZHOU),Shanghai
688513.XSHG,CHENGDU EASTON BIO PHARMACEUTICALS,Shanghai
688515.XSHG,MOTORCOMM ELECTRONIC TECHNOLOGY,Shanghai
688516.XSHG,WUXI AUTOWELL TECHNOLOGY,Shanghai
688518.XSHG,SHENZHEN UNITED WINNERS LASER,Shanghai
688519.XSHG,NANYA NEW MATERIAL TECHNOLOGY,Shanghai
688520.XSHG,SINOCELLTECH GROUP,Shanghai
688521.XSHG,VERISILICON MICROELECTRONICS (SHANGHAI),Shanghai
688522.XSHG,NARUIDA TECHNOLOGY,Shanghai
688523.XSHG,HUNAN AEROSPACE HUANYU COMM TECHNOLOGY,Shanghai
688525.XSHG,BIWIN STORAGE TECHNOLOGY,Shanghai
688526.XSHG,WUHAN KEQIAN BIOLOGY,Shanghai
688531.XSHG,UNICOMP TECHNOLOGY GROUP,Shanghai
688533.XSHG,SUZHOU SONAVOX ELECTRONICS,Shanghai
688535.XSHG,JIANGSU HHCK ADVANCED MATERIALS,Shanghai
688536.XSHG,3PEAK INCORPORATED,Shanghai
688538.XSHG,EVERDISPLAY OPTRONICS (SHANGHAI),Shanghai
688539.XSHG,NANJING GOVA TECHNOLOGY,Shanghai
688543.XSHG,JIANGXI GUOKE DEFENCE GROUP,Shanghai
688548.XSHG,GUANGZHOU GUANGGANG GASES & ENERGY,Shanghai
688549.XSHG,GRANDIT,Shanghai
688550.XSHG,XI'AN MANARECO NEW MATERIALS,Shanghai
688552.XSHG,AEROSPACE NANHU ELECTRONIC INFO TECH,Shanghai
688556.XSHG,QINGDAO GAOCE TECHNOLOGY,Shanghai
688559.XSHG,HYMSON LASER TECHNOLOGY GROUP,Shanghai
688561.XSHG,QI AN XIN TECHNOLOGY GROUP INC,Shanghai
688562.XSHG,BEIJING SHENZHOU AEROSPACE SOFTWARE,Shanghai
688563.XSHG,BAIMTEC MATERIAL,Shanghai
688566.XSHG,JIANGSU JIBEIER PHARMACEUTICAL,Shanghai
688567.XSHG,FARASIS ENERGY (GAN ZHOU),Shanghai
688568.XSHG,GEOVIS TECHNOLOGY,Shanghai
688569.XSHG,BEIJING TIEKE SHOUGANG RAILWAY-TECH,Shanghai
688570.XSHG,BEIJING TIANMA INTELLIGENT CONTROL TECH,Shanghai
688575.XSHG,SHENZHEN YHLO BIOTECH,Shanghai
688577.XSHG,ZHE JIANG HEADMAN MACHINERY,Shanghai
688578.XSHG,SHANGHAI ALLIST PHARMACEUTICALS,Shanghai
688581.XSHG,HANGZHOU AGS MEDTECH,Shanghai
688582.XSHG,ANHUI XDLK MICROSYSTEM,Shanghai
688584.XSHG,WAFER WORKS (SHANGHAI),Shanghai
688585.XSHG,SWANCOR ADVANCED MATERIALS,Shanghai
688586.XSHG,AVIC HEFEI JIANGHANG AIRCRAFT EQPT,Shanghai
688588.XSHG,LINKAGE SOFTWARE,Shanghai
688590.XSHG,SHANGHAI NEWTOUCH SOFTWARE,Shanghai
688591.XSHG,TELINK SEMICONDUCTOR(SHANGHAI),Shanghai
688593.XSHG,SHANGHAI NEW VISION MICROELECTRONICS,Shanghai
688595.XSHG,CHIPSEA TECHNOLOGIES (SHENZHEN) CORP,Shanghai
688596.XSHG,SHANGHAI GENTECH,Shanghai
688598.XSHG,KBC CORPORATION,Shanghai
688599.XSHG,TRINA SOLAR,Shanghai
688601.XSHG,WUXI ETEK MICROELECTRONICS,Shanghai
688603.XSHG,SHANGHAI SKYCHEM TECHNOLOGY,Shanghai
688605.XSHG,SPRINT PRECISION TECHNOLOGIES,Shanghai
688606.XSHG,HANGZHOU ALLTEST BIOTECH,Shanghai
688608.XSHG,BESTECHNIC (SHANGHAI),Shanghai
688609.XSHG,UNIONMAN TECHNOLOGY,Shanghai
688611.XSHG,HANGZHOU KELIN ELECTRIC,Shanghai
688612.XSHG,SHENZHEN VMAX NEW ENERGY (GROUP),Shanghai
688615.XSHG,INTSIG INFORMATION,Shanghai
688617.XSHG,APT MEDICAL INC,Shanghai
688621.XSHG,BEIJING SUN-NOVO PHARM RESEARCH,Shanghai
688622.XSHG,GUANGZHOU HEXIN INSTRUMENT,Shanghai
688625.XSHG,GCH TECHNOLOGY,Shanghai
688626.XSHG,XIANGYU MEDICAL,Shanghai
688627.XSHG,SHENZHEN SEICHI TECHNOLOGIES,Shanghai
688629.XSHG,SICHUAN HUAFENG TECHNOLOGY,Shanghai
688630.XSHG,CIRCUIT FABOLOGY MICROELECTRONICS EQPT,Shanghai
688631.XSHG,NANJING LES INFORMATION TECHNOLOGY,Shanghai
688636.XSHG,CHENGDU ZHIMINGDA ELECTRONICS,Shanghai
